ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
5473,Toyota,Yaris,2019,Branco,Híbrido,80,5,341693,Usado - Regular,6,Recife,PE,4000.0
5474,Fiat,Punto,2023,Cinza,Diesel,60,4,109145,Usado - Bom Estado,12,Salvador,BA,5008.16
5475,Toyota,Yaris,2021,Prata,Gasolina,100,4,225680,Usado - Regular,0,Goiânia,GO,4375.2
5476,Hyundai,Tucson,2019,Vermelho,Gasolina,150,4,117021,Usado - Bom Estado,36,Belém,PA,5414.5
5477,Volkswagen,Fox,2023,Laranja,Elétrico,100,4,47208,Usado - Bom Estado,12,Manaus,AM,10095.66
5478,Fiat,Uno,2016,Preto,Híbrido,60,4,402,Novo,48,Belo Horizonte,MG,8433.38
5479,Fiat,500,2020,Branco,Elétrico,130,4,68705,Usado - Bom Estado,6,Fortaleza,CE,5543.39
5480,Volkswagen,Polo,2019,Marrom,Diesel,75,4,27548,Usado - Como Novo,48,Belém,PA,9678.86
5481,Nissan,X-Trail,2012,Cinza,Flex,100,4,18493,Usado - Como Novo,24,Florianópolis,SC,5256.58
5482,Volkswagen,T-Cross,2020,Branco,Elétrico,150,4,397,Novo,24,Belém,PA,14153.46
5483,Hyundai,i30,2024,Branco,Flex,75,4,20,Novo,0,Recife,PE,12966.29
5484,Fiat,Palio,2025,Beige,Elétrico,100,4,55205,Usado - Bom Estado,48,Recife,PE,6466.99
5485,Fiat,Doblo,2025,Preto,Flex,75,4,111630,Usado - Bom Estado,6,Belém,PA,5219.51
5486,Audi,TT,2016,Vermelho,Gasolina,320,2,16324,Usado - Como Novo,24,Fortaleza,CE,34236.24
5487,Honda,CR-V,2020,Vermelho,Diesel,80,4,72,Novo,48,Porto Alegre,RS,16429.81
5488,Ford,Focus,2020,Preto,Elétrico,75,5,398,Novo,48,Belém,PA,12881.21
5489,Ford,Ecosport,2021,Cinza,Híbrido,85,2,2,Novo,6,Curitiba,PR,12058.89
5490,Mercedes,A 200,2021,Marrom,Flex,280,4,114,Novo,36,Curitiba,PR,55236.07
5491,Honda,HR-V,2014,Preto,Flex,200,4,31936,Usado - Como Novo,24,Porto Alegre,RS,9894.68
5492,Fiat,Uno,2019,Verde,Híbrido,150,4,88239,Usado - Bom Estado,0,Goiânia,GO,5156.06
5493,Chevrolet,Trax,2018,Vermelho,Flex,85,4,26509,Usado - Como Novo,12,Florianópolis,SC,7928.86
5494,Volkswagen,Tiguan,2018,Branco,Diesel,75,4,221,Novo,12,Curitiba,PR,11530.38
5495,Hyundai,Bayon,2023,Beige,Híbrido,85,5,52955,Usado - Bom Estado,24,Manaus,AM,8238.48
5496,Volkswagen,Tiguan,2021,Cinza,Híbrido,75,4,16624,Usado - Como Novo,36,Belém,PA,11960.06
5497,Chevrolet,Malibu,2013,Cinza,Gasolina,60,5,95535,Usado - Bom Estado,36,Belo Horizonte,MG,4000.0
5498,Mercedes,Sprinter,2013,Prata,Diesel,320,2,17262,Usado - Como Novo,12,Florianópolis,SC,28843.43
5499,Chevrolet,Onix,2013,Marrom,Gasolina,60,4,83487,Usado - Bom Estado,48,Curitiba,PR,4000.0
5500,Ford,Ranger,2024,Beige,Flex,110,2,343,Novo,0,Goiânia,GO,12388.04
5501,Chevrolet,Malibu,2022,Cinza,Flex,130,5,57099,Usado - Bom Estado,24,Fortaleza,CE,7123.85
5502,Toyota,RAV4,2013,Marrom,Elétrico,180,4,53323,Usado - Bom Estado,12,Salvador,BA,7348.42
5503,Volkswagen,Polo,2025,Marrom,Flex,150,4,43641,Usado - Bom Estado,0,Recife,PE,9135.93
5504,Chevrolet,Onix,2015,Laranja,Diesel,100,2,23834,Usado - Como Novo,0,Belo Horizonte,MG,6249.58
5505,Volkswagen,T-Cross,2018,Prata,Gasolina,130,4,61253,Usado - Bom Estado,12,Rio de Janeiro,RJ,6915.56
5506,Honda,Accord,2013,Prata,Flex,180,2,277021,Usado - Regular,6,Salvador,BA,4000.0
5507,Chevrolet,Trax,2016,Vermelho,Flex,85,4,253,Novo,0,Belo Horizonte,MG,8563.59
5508,Volkswagen,T-Cross,2025,Prata,Elétrico,60,2,112541,Usado - Bom Estado,0,Manaus,AM,8100.13
5509,Volkswagen,T-Cross,2018,Vermelho,Gasolina,75,5,393,Novo,6,Florianópolis,SC,9471.46
5510,Hyundai,Bayon,2020,Cinza,Diesel,100,5,35934,Usado - Como Novo,48,Salvador,BA,9606.89
5511,Honda,HR-V,2019,Branco,Flex,80,4,116833,Usado - Bom Estado,24,Goiânia,GO,7198.95
5512,BMW,X1,2020,Preto,Flex,180,5,117378,Usado - Bom Estado,0,Florianópolis,SC,23222.18
5513,Kia,Picanto,2018,Marrom,Flex,130,4,83710,Usado - Bom Estado,48,Belém,PA,6099.16
5514,Fiat,Punto,2014,Cinza,Flex,85,4,325279,Usado - Regular,24,Florianópolis,SC,4000.0
5515,Toyota,Yaris,2012,Cinza,Flex,120,4,292580,Usado - Regular,24,Porto Alegre,RS,4000.0
5516,Nissan,Kicks,2021,Branco,Diesel,75,2,309403,Usado - Regular,48,Fortaleza,CE,4000.0
5517,Nissan,Leaf,2018,Cinza,Flex,100,5,16829,Usado - Como Novo,36,Belo Horizonte,MG,7620.44
5518,Fiat,500,2024,Laranja,Flex,150,4,4187,Usado - Como Novo,24,Rio de Janeiro,RJ,7770.87
5519,Toyota,Camry,2022,Verde,Flex,100,4,15802,Usado - Como Novo,0,Curitiba,PR,10923.33
5520,Ford,Ecosport,2017,Marrom,Diesel,85,4,119411,Usado - Bom Estado,12,Curitiba,PR,5383.07
5521,Kia,Sportage,2013,Azul,Gasolina,130,4,32120,Usado - Como Novo,36,São Paulo,SP,6380.63
5522,Chevrolet,S10,2012,Vermelho,Gasolina,130,2,215814,Usado - Regular,6,Manaus,AM,4000.0
5523,Ford,Focus,2023,Cinza,Diesel,60,4,87054,Usado - Bom Estado,0,Florianópolis,SC,7127.24
5524,Hyundai,Tucson,2021,Azul,Gasolina,150,4,39779,Usado - Como Novo,24,Fortaleza,CE,10210.23
5525,Chevrolet,S10,2015,Cinza,Flex,60,4,86901,Usado - Bom Estado,48,Manaus,AM,4795.34
5526,Toyota,Hilux,2025,Marrom,Elétrico,150,4,326,Novo,48,Florianópolis,SC,25624.53
5527,Ford,Fusion,2015,Prata,Gasolina,60,4,443,Novo,0,Salvador,BA,7361.71
5528,Toyota,Corolla,2017,Beige,Gasolina,120,4,65259,Usado - Bom Estado,48,Fortaleza,CE,8856.82
5529,Hyundai,Tucson,2022,Verde,Elétrico,110,4,130,Novo,12,Manaus,AM,14243.91
5530,Volkswagen,Polo,2016,Azul,Flex,130,4,116437,Usado - Bom Estado,36,Curitiba,PR,5842.27
5531,Chevrolet,Equinox,2020,Azul,Flex,130,4,436,Novo,0,São Paulo,SP,10466.66
5532,Honda,CR-V,2019,Vermelho,Híbrido,120,4,79345,Usado - Bom Estado,24,São Paulo,SP,9526.78
5533,Fiat,Doblo,2020,Marrom,Gasolina,85,5,58457,Usado - Bom Estado,24,Rio de Janeiro,RJ,4566.96
5534,Nissan,X-Trail,2021,Azul,Flex,60,5,103669,Usado - Bom Estado,6,Porto Alegre,RS,5947.26
5535,Honda,Civic,2018,Marrom,Elétrico,100,4,122686,Usado - Regular,12,Porto Alegre,RS,5422.74
5536,Toyota,RAV4,2020,Verde,Flex,180,4,24699,Usado - Como Novo,12,Belo Horizonte,MG,15201.15
5537,Honda,Civic,2014,Azul,Flex,200,4,107914,Usado - Bom Estado,24,São Paulo,SP,5682.55
5538,Kia,Picanto,2020,Laranja,Flex,100,4,108,Novo,48,Goiânia,GO,11503.84
5539,Chevrolet,Onix,2013,Branco,Diesel,130,4,110797,Usado - Bom Estado,24,Rio de Janeiro,RJ,4426.6
5540,Hyundai,Bayon,2020,Beige,Flex,110,4,308658,Usado - Regular,24,Florianópolis,SC,4000.0
5541,Toyota,RAV4,2024,Azul,Elétrico,180,5,78638,Usado - Bom Estado,6,Rio de Janeiro,RJ,13748.44
5542,Ford,Ranger,2017,Vermelho,Flex,110,4,5771,Usado - Como Novo,24,Manaus,AM,7311.14
5543,Kia,Sportage,2015,Prata,Diesel,60,5,18,Novo,36,Porto Alegre,RS,8280.31
5544,Nissan,X-Trail,2023,Marrom,Flex,130,5,29103,Usado - Como Novo,0,Florianópolis,SC,9737.26
5545,Ford,Ecosport,2025,Beige,Flex,110,4,4050,Usado - Como Novo,0,Curitiba,PR,9395.39
5546,Toyota,Corolla,2023,Preto,Elétrico,200,4,87391,Usado - Bom Estado,24,Belém,PA,12299.57
5547,Toyota,RAV4,2024,Azul,Gasolina,200,5,24644,Usado - Como Novo,0,Goiânia,GO,16113.54
5548,Toyota,RAV4,2022,Preto,Gasolina,120,4,324,Novo,6,Fortaleza,CE,15441.95
5549,Volkswagen,Gol,2013,Beige,Flex,150,4,90592,Usado - Bom Estado,12,Belo Horizonte,MG,5067.9
5550,Honda,Accord,2024,Cinza,Elétrico,120,4,151181,Usado - Regular,36,São Paulo,SP,7091.23
5551,Volkswagen,Fox,2021,Marrom,Flex,110,5,98977,Usado - Bom Estado,24,São Paulo,SP,6534.67
5552,Hyundai,i30,2014,Beige,Diesel,75,4,13236,Usado - Como Novo,12,Rio de Janeiro,RJ,6299.15
5553,BMW,520i,2016,Laranja,Elétrico,180,4,31568,Usado - Como Novo,0,Porto Alegre,RS,39425.88
5554,Ford,Fusion,2020,Preto,Flex,100,2,328,Novo,0,Porto Alegre,RS,9915.45
5555,Kia,Picanto,2018,Laranja,Flex,150,4,46816,Usado - Bom Estado,24,Belo Horizonte,MG,6246.01
5556,Fiat,Punto,2022,Beige,Diesel,150,4,43667,Usado - Bom Estado,36,Porto Alegre,RS,5752.09
5557,Toyota,Corolla,2023,Preto,Flex,200,4,116847,Usado - Bom Estado,12,Goiânia,GO,10283.96
5558,Fiat,Doblo,2024,Marrom,Elétrico,150,4,105526,Usado - Bom Estado,0,Goiânia,GO,6799.4
5559,Volkswagen,Gol,2022,Preto,Flex,110,2,106554,Usado - Bom Estado,12,Fortaleza,CE,6471.06
5560,Ford,Ecosport,2014,Vermelho,Gasolina,150,5,217,Novo,0,Manaus,AM,9191.82
5561,Volkswagen,Gol,2024,Preto,Flex,150,4,25622,Usado - Como Novo,24,Salvador,BA,11730.65
5562,Audi,Q3,2015,Branco,Flex,250,4,3992,Usado - Como Novo,0,Goiânia,GO,33593.98
5563,Volkswagen,Gol,2025,Cinza,Flex,60,4,107130,Usado - Bom Estado,36,Porto Alegre,RS,7755.75
5564,Volkswagen,Gol,2023,Marrom,Flex,130,4,170707,Usado - Regular,36,Curitiba,PR,4315.78
5565,BMW,X1,2022,Azul,Flex,300,4,345939,Usado - Regular,36,Curitiba,PR,16170.24
5566,Toyota,Corolla,2013,Prata,Gasolina,180,4,38492,Usado - Como Novo,48,Porto Alegre,RS,9045.3
5567,Fiat,Palio,2025,Branco,Gasolina,60,4,15013,Usado - Como Novo,48,Rio de Janeiro,RJ,7810.47
5568,Fiat,500,2019,Laranja,Flex,150,4,30264,Usado - Como Novo,0,Curitiba,PR,6114.91
5569,Kia,Sportage,2017,Verde,Flex,85,5,131326,Usado - Regular,36,Fortaleza,CE,4000.0
5570,Audi,Q5,2014,Cinza,Flex,280,4,282,Novo,24,Porto Alegre,RS,44366.12
5571,Audi,A4,2024,Cinza,Diesel,280,4,299004,Usado - Regular,12,Curitiba,PR,17172.92
5572,Toyota,Hilux,2016,Vermelho,Gasolina,150,4,186,Novo,6,Salvador,BA,12529.79
5573,Nissan,March,2016,Preto,Híbrido,60,4,238950,Usado - Regular,0,São Paulo,SP,4000.0
5574,Ford,Ecosport,2023,Vermelho,Flex,60,4,85684,Usado - Bom Estado,48,Belém,PA,6998.44
5575,Ford,Ecosport,2012,Preto,Flex,60,4,218466,Usado - Regular,12,Belo Horizonte,MG,4000.0
5576,Honda,HR-V,2024,Beige,Flex,80,2,298679,Usado - Regular,12,São Paulo,SP,4000.0
5577,Ford,Ranger,2016,Laranja,Flex,130,2,26974,Usado - Como Novo,36,Salvador,BA,7906.95
5578,Audi,TT,2017,Preto,Híbrido,200,4,101945,Usado - Bom Estado,36,Manaus,AM,29233.33
5579,Mercedes,Sprinter,2021,Laranja,Gasolina,180,4,76606,Usado - Bom Estado,24,Salvador,BA,25811.04
5580,Hyundai,i30,2021,Laranja,Gasolina,110,4,310275,Usado - Regular,12,Porto Alegre,RS,4000.0
5581,Toyota,Yaris,2022,Verde,Flex,200,4,31059,Usado - Como Novo,0,Salvador,BA,14909.44
5582,Hyundai,i30,2022,Branco,Híbrido,150,4,10777,Usado - Como Novo,24,Belém,PA,13629.57
5583,Nissan,March,2022,Azul,Diesel,60,5,55806,Usado - Bom Estado,36,Porto Alegre,RS,6708.42
5584,Fiat,Doblo,2024,Marrom,Gasolina,130,4,6659,Usado - Como Novo,0,Curitiba,PR,7916.65
5585,Hyundai,Bayon,2013,Vermelho,Híbrido,110,4,64317,Usado - Bom Estado,12,Belém,PA,5468.68
5586,Toyota,Hilux,2014,Beige,Híbrido,100,4,37250,Usado - Como Novo,0,Florianópolis,SC,9315.09
5587,Hyundai,Bayon,2021,Verde,Flex,110,4,259,Novo,24,Florianópolis,SC,12500.07
5588,Hyundai,Creta,2016,Marrom,Flex,150,5,82279,Usado - Bom Estado,0,Rio de Janeiro,RJ,5394.26
5589,BMW,Z4,2025,Verde,Flex,150,2,80003,Usado - Bom Estado,48,Manaus,AM,31312.63
5590,Ford,Ranger,2024,Preto,Gasolina,75,4,55312,Usado - Bom Estado,36,Manaus,AM,7526.09
5591,Volkswagen,Fox,2014,Prata,Flex,85,5,167991,Usado - Regular,0,Recife,PE,4000.0
5592,Chevrolet,Trax,2016,Marrom,Elétrico,150,4,85,Novo,48,Goiânia,GO,11351.6
5593,Toyota,RAV4,2016,Marrom,Gasolina,80,2,27870,Usado - Como Novo,36,Porto Alegre,RS,7625.64
5594,Audi,Q5,2019,Beige,Elétrico,180,4,17192,Usado - Como Novo,48,Belém,PA,47319.74
5595,Hyundai,Bayon,2021,Vermelho,Gasolina,100,4,294,Novo,6,Recife,PE,12352.67
5596,Hyundai,HB20,2020,Cinza,Elétrico,110,5,91,Novo,48,Rio de Janeiro,RJ,14674.12
5597,Volkswagen,Gol,2019,Verde,Gasolina,60,5,418,Novo,0,Belo Horizonte,MG,9726.56
5598,Ford,Ecosport,2023,Verde,Híbrido,75,5,34628,Usado - Como Novo,24,Florianópolis,SC,11680.97
5599,Ford,Fusion,2014,Beige,Diesel,60,2,73550,Usado - Bom Estado,0,Rio de Janeiro,RJ,4000.0
5600,Fiat,Uno,2012,Preto,Gasolina,85,5,47014,Usado - Bom Estado,36,São Paulo,SP,4000.0
5601,Volkswagen,Polo,2025,Preto,Gasolina,110,4,34251,Usado - Como Novo,0,Manaus,AM,12164.5
5602,Volkswagen,Gol,2014,Prata,Híbrido,75,4,15538,Usado - Como Novo,36,Recife,PE,8131.37
5603,Honda,HR-V,2012,Vermelho,Flex,80,4,281,Novo,12,Fortaleza,CE,9705.02
5604,Ford,Fusion,2024,Branco,Elétrico,100,4,245,Novo,0,Goiânia,GO,15012.7
5605,Toyota,Corolla,2022,Azul,Gasolina,150,4,7812,Usado - Como Novo,24,Porto Alegre,RS,14998.14
5606,Ford,Fusion,2020,Beige,Elétrico,110,4,15988,Usado - Como Novo,0,Belém,PA,10332.36
5607,Kia,Soul,2023,Marrom,Híbrido,60,4,17597,Usado - Como Novo,0,Salvador,BA,10103.8
5608,Mercedes,C 300,2024,Azul,Gasolina,250,5,343862,Usado - Regular,6,São Paulo,SP,13185.51
5609,Hyundai,Creta,2014,Beige,Gasolina,60,4,36446,Usado - Como Novo,48,Salvador,BA,6634.47
5610,Hyundai,Bayon,2025,Azul,Flex,75,5,36438,Usado - Como Novo,36,Fortaleza,CE,10579.31
5611,Toyota,Hilux,2019,Marrom,Flex,180,4,27812,Usado - Como Novo,6,Porto Alegre,RS,11809.47
5612,Ford,Ecosport,2017,Verde,Diesel,130,4,23341,Usado - Como Novo,12,Florianópolis,SC,9033.95
5613,Nissan,X-Trail,2014,Beige,Flex,75,5,20470,Usado - Como Novo,12,Recife,PE,5637.08
5614,Volkswagen,Tiguan,2020,Branco,Gasolina,60,4,480,Novo,36,Fortaleza,CE,12019.58
5615,Hyundai,HB20,2019,Branco,Flex,85,4,471,Novo,24,Florianópolis,SC,11480.88
5616,Kia,Sportage,2014,Azul,Flex,150,5,27732,Usado - Como Novo,24,Goiânia,GO,6259.25
5617,Kia,Soul,2018,Preto,Diesel,85,5,27895,Usado - Como Novo,12,Belém,PA,7584.35
5618,Volkswagen,Gol,2016,Laranja,Flex,110,4,236,Novo,6,Curitiba,PR,10127.7
5619,Chevrolet,Equinox,2013,Preto,Elétrico,100,5,89968,Usado - Bom Estado,12,Recife,PE,4600.44
5620,Honda,Accord,2025,Laranja,Flex,180,4,476,Novo,36,Belo Horizonte,MG,21935.74
5621,Toyota,Camry,2019,Marrom,Flex,80,4,81644,Usado - Bom Estado,12,Belo Horizonte,MG,7976.94
5622,Mercedes,C 300,2012,Preto,Flex,180,5,65,Novo,24,Belém,PA,27078.58
5623,Nissan,Leaf,2015,Vermelho,Flex,75,2,37257,Usado - Como Novo,6,Curitiba,PR,5653.78
5624,Fiat,Uno,2022,Prata,Gasolina,60,4,27577,Usado - Como Novo,12,Salvador,BA,6763.31
5625,Toyota,RAV4,2024,Cinza,Flex,100,4,3698,Usado - Como Novo,36,Recife,PE,16338.78
5626,Kia,Sportage,2022,Vermelho,Gasolina,130,4,322742,Usado - Regular,48,Salvador,BA,4000.0
5627,Hyundai,Tucson,2023,Laranja,Flex,60,4,37790,Usado - Como Novo,12,Porto Alegre,RS,10861.41
5628,Volkswagen,Gol,2024,Laranja,Flex,100,4,7064,Usado - Como Novo,0,Salvador,BA,11120.78
5629,Chevrolet,Malibu,2015,Marrom,Diesel,75,5,43662,Usado - Bom Estado,36,Florianópolis,SC,5415.9
5630,Toyota,Camry,2024,Laranja,Elétrico,200,5,29580,Usado - Como Novo,36,Manaus,AM,19971.13
5631,Fiat,500,2021,Prata,Gasolina,75,4,368,Novo,24,Manaus,AM,9180.28
5632,Chevrolet,Trax,2025,Prata,Flex,110,4,113125,Usado - Bom Estado,24,Florianópolis,SC,6703.58
5633,Honda,Civic,2016,Vermelho,Gasolina,180,4,4207,Usado - Como Novo,6,Recife,PE,10227.33
5634,Honda,Civic,2015,Laranja,Elétrico,150,5,172321,Usado - Regular,36,Goiânia,GO,4456.41
5635,Honda,Civic,2012,Cinza,Diesel,180,4,24423,Usado - Como Novo,48,Manaus,AM,8744.57
5636,Toyota,Hilux,2025,Laranja,Flex,80,5,60380,Usado - Bom Estado,12,Recife,PE,9280.14
5637,Chevrolet,Equinox,2018,Verde,Gasolina,60,4,240678,Usado - Regular,0,Recife,PE,4000.0
5638,Kia,Soul,2021,Beige,Híbrido,130,4,256804,Usado - Regular,0,Manaus,AM,4000.0
5639,Toyota,Hilux,2022,Azul,Gasolina,100,5,93759,Usado - Bom Estado,6,São Paulo,SP,9436.95
5640,Toyota,Corolla,2013,Laranja,Gasolina,200,4,117668,Usado - Bom Estado,24,Salvador,BA,5255.29
5641,Chevrolet,S10,2021,Vermelho,Flex,60,2,414,Novo,36,Belo Horizonte,MG,10005.53
5642,Nissan,X-Trail,2014,Vermelho,Gasolina,75,4,61933,Usado - Bom Estado,6,Florianópolis,SC,4000.0
5643,Volkswagen,Polo,2016,Verde,Flex,75,4,104,Novo,36,Belém,PA,9786.18
5644,Volkswagen,Polo,2019,Vermelho,Flex,100,4,132337,Usado - Regular,0,Florianópolis,SC,4000.0
5645,Ford,Fusion,2021,Beige,Diesel,60,2,89621,Usado - Bom Estado,48,Goiânia,GO,6172.79
5646,Volkswagen,Fox,2019,Vermelho,Flex,75,4,95780,Usado - Bom Estado,0,Recife,PE,5820.96
5647,Toyota,Camry,2025,Branco,Híbrido,150,4,36837,Usado - Como Novo,36,Belém,PA,18090.68
5648,Fiat,Doblo,2013,Marrom,Flex,60,2,453,Novo,36,Fortaleza,CE,5075.58
5649,Ford,Ranger,2020,Laranja,Gasolina,75,2,40205,Usado - Bom Estado,24,Fortaleza,CE,6137.04
5650,Chevrolet,Onix,2017,Vermelho,Flex,85,5,257305,Usado - Regular,0,Goiânia,GO,4000.0
5651,Fiat,Punto,2020,Prata,Gasolina,75,4,248450,Usado - Regular,24,Fortaleza,CE,4000.0
5652,Ford,Focus,2025,Prata,Híbrido,150,4,94509,Usado - Bom Estado,0,Rio de Janeiro,RJ,7751.0
5653,Honda,Civic,2015,Laranja,Flex,200,4,106959,Usado - Bom Estado,12,Manaus,AM,6871.95
5654,Volkswagen,T-Cross,2014,Verde,Híbrido,100,4,141,Novo,0,Recife,PE,10306.71
5655,Honda,Accord,2025,Marrom,Gasolina,120,4,218700,Usado - Regular,0,Fortaleza,CE,5119.03
5656,Honda,Civic,2025,Beige,Diesel,80,4,24315,Usado - Como Novo,24,Recife,PE,13367.47
5657,Ford,Ranger,2016,Beige,Flex,85,5,35624,Usado - Como Novo,6,Curitiba,PR,7168.61
5658,Kia,Seltos,2016,Vermelho,Elétrico,110,4,87236,Usado - Bom Estado,36,Salvador,BA,6137.31
5659,Audi,TT,2015,Prata,Flex,320,4,103313,Usado - Bom Estado,6,Manaus,AM,23374.58
5660,Ford,Focus,2024,Vermelho,Híbrido,75,4,246,Novo,6,Recife,PE,14043.53
5661,Honda,Fit,2018,Cinza,Elétrico,80,4,16614,Usado - Como Novo,24,Belém,PA,12454.29
5662,Toyota,Yaris,2019,Vermelho,Gasolina,120,4,110122,Usado - Bom Estado,0,Fortaleza,CE,7240.09
5663,Nissan,X-Trail,2016,Vermelho,Híbrido,75,4,170893,Usado - Regular,36,Belém,PA,4000.0
5664,Chevrolet,Equinox,2020,Preto,Flex,110,4,9139,Usado - Como Novo,0,Recife,PE,8032.7
5665,Ford,Focus,2018,Beige,Híbrido,85,4,91065,Usado - Bom Estado,0,São Paulo,SP,5773.71
5666,Nissan,X-Trail,2024,Cinza,Diesel,100,5,101322,Usado - Bom Estado,36,Recife,PE,7169.68
5667,Fiat,Doblo,2024,Preto,Flex,110,4,8512,Usado - Como Novo,36,Recife,PE,9523.42
5668,Kia,Picanto,2018,Azul,Gasolina,150,4,292882,Usado - Regular,24,Manaus,AM,4000.0
5669,Toyota,RAV4,2019,Cinza,Diesel,150,4,73219,Usado - Bom Estado,36,São Paulo,SP,9383.73
5670,Fiat,Punto,2023,Azul,Diesel,150,4,109400,Usado - Bom Estado,48,Curitiba,PR,5805.48
5671,Kia,Picanto,2015,Vermelho,Gasolina,85,4,93530,Usado - Bom Estado,0,Rio de Janeiro,RJ,4117.95
5672,Volkswagen,Tiguan,2021,Laranja,Flex,85,4,65750,Usado - Bom Estado,12,Curitiba,PR,7217.6
5673,Ford,Ka,2024,Prata,Flex,110,5,50232,Usado - Bom Estado,12,Porto Alegre,RS,7278.08
5674,Volkswagen,Gol,2024,Preto,Híbrido,100,4,44153,Usado - Bom Estado,0,Rio de Janeiro,RJ,9324.64
5675,BMW,320i,2017,Laranja,Flex,180,4,151996,Usado - Regular,6,Rio de Janeiro,RJ,13013.7
5676,Toyota,Yaris,2016,Verde,Híbrido,180,4,10978,Usado - Como Novo,12,Manaus,AM,12457.71
5677,Chevrolet,Malibu,2012,Laranja,Flex,110,2,58732,Usado - Bom Estado,0,Porto Alegre,RS,4000.0
5678,Honda,CR-V,2025,Marrom,Gasolina,180,4,15438,Usado - Como Novo,36,Goiânia,GO,14307.11
5679,Fiat,Palio,2024,Prata,Flex,75,4,33,Novo,24,São Paulo,SP,10106.46
5680,Honda,Fit,2020,Branco,Híbrido,200,4,246451,Usado - Regular,48,Fortaleza,CE,4954.93
5681,Volkswagen,Tiguan,2013,Branco,Flex,75,4,14540,Usado - Como Novo,0,São Paulo,SP,6322.56
5682,Chevrolet,Equinox,2017,Prata,Gasolina,75,5,83649,Usado - Bom Estado,24,Belém,PA,4539.3
5683,Mercedes,GLA 200,2019,Vermelho,Elétrico,150,5,58785,Usado - Bom Estado,36,Fortaleza,CE,30252.58
5684,Honda,Fit,2014,Preto,Elétrico,200,4,52920,Usado - Bom Estado,24,Fortaleza,CE,8308.01
5685,Honda,HR-V,2016,Verde,Elétrico,200,4,15984,Usado - Como Novo,48,Salvador,BA,14387.28
5686,Fiat,Punto,2025,Prata,Híbrido,75,4,108993,Usado - Bom Estado,0,Belo Horizonte,MG,6055.35
5687,Chevrolet,Malibu,2018,Vermelho,Híbrido,100,4,84995,Usado - Bom Estado,24,Recife,PE,6159.08
5688,Mercedes,GLA 200,2015,Cinza,Elétrico,300,4,214,Novo,6,Manaus,AM,48247.79
5689,Honda,HR-V,2025,Marrom,Gasolina,180,4,403,Novo,48,Belém,PA,21136.92
5690,Ford,Fusion,2023,Cinza,Gasolina,60,4,38527,Usado - Como Novo,48,Curitiba,PR,9252.92
5691,Volkswagen,T-Cross,2016,Preto,Flex,150,4,13593,Usado - Como Novo,0,São Paulo,SP,8142.89
5692,Honda,CR-V,2012,Cinza,Diesel,100,4,119516,Usado - Bom Estado,12,Fortaleza,CE,4658.41
5693,Ford,Ranger,2015,Vermelho,Flex,110,4,72562,Usado - Bom Estado,0,Fortaleza,CE,4386.45
5694,Ford,Fusion,2025,Azul,Elétrico,75,4,18666,Usado - Como Novo,36,Manaus,AM,13401.37
5695,Fiat,Doblo,2025,Beige,Gasolina,100,4,336,Novo,48,Goiânia,GO,10672.64
5696,Volkswagen,Tiguan,2018,Beige,Híbrido,150,4,158,Novo,48,São Paulo,SP,12082.28
5697,Hyundai,Creta,2023,Cinza,Flex,150,4,85446,Usado - Bom Estado,12,São Paulo,SP,7868.34
5698,Hyundai,Bayon,2021,Marrom,Diesel,150,2,234443,Usado - Regular,6,Curitiba,PR,4000.0
5699,Audi,A4,2018,Cinza,Gasolina,150,2,116284,Usado - Bom Estado,24,Curitiba,PR,21328.77
5700,Volkswagen,Gol,2021,Cinza,Híbrido,130,2,141866,Usado - Regular,48,Belém,PA,4689.31
5701,Volkswagen,Gol,2021,Vermelho,Flex,150,2,115679,Usado - Bom Estado,0,Belo Horizonte,MG,6644.48
5702,Volkswagen,Gol,2015,Prata,Flex,150,4,32985,Usado - Como Novo,0,Florianópolis,SC,7102.58
5703,Chevrolet,Trax,2023,Branco,Gasolina,100,5,345,Novo,12,Fortaleza,CE,11009.03
5704,Volkswagen,T-Cross,2017,Prata,Gasolina,60,2,278475,Usado - Regular,12,Fortaleza,CE,4000.0
5705,Mercedes,A 200,2024,Prata,Flex,300,4,7136,Usado - Como Novo,12,São Paulo,SP,55380.49
5706,Volkswagen,Gol,2016,Laranja,Híbrido,75,4,167342,Usado - Regular,12,Curitiba,PR,4000.0
5707,Mercedes,GLA 200,2012,Prata,Flex,280,5,59292,Usado - Bom Estado,12,Salvador,BA,17475.14
5708,Toyota,RAV4,2019,Verde,Gasolina,120,5,74237,Usado - Bom Estado,36,Florianópolis,SC,8129.26
5709,Ford,Fusion,2023,Verde,Flex,60,5,26076,Usado - Como Novo,36,Curitiba,PR,9482.86
5710,Mercedes,GLA 200,2018,Prata,Flex,150,4,111574,Usado - Bom Estado,36,Recife,PE,21454.41
5711,Honda,HR-V,2016,Marrom,Híbrido,200,2,77620,Usado - Bom Estado,6,Recife,PE,7293.61
5712,Audi,A4,2024,Marrom,Gasolina,180,4,85604,Usado - Bom Estado,0,Belo Horizonte,MG,31356.09
5713,Hyundai,Creta,2021,Cinza,Híbrido,85,4,76308,Usado - Bom Estado,36,Belém,PA,8475.35
